otu	Superkingdom	Phylum 	Class	Order	Family 	Genus	Species 
e9b5a7c24d80f5d7560fb7dcec75558f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	__
242b8b0a7f3f01061862b2ac3e426aa1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Denitrobacterium	Coriobacteriaceae bacterium SNR46-41
b9788413772cd16b8e317833c98ccd8c	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	bacterium mpn-isolate group 9
b4688331dba974187ce5d2125a4f6308	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	__
f60e9def093813b4427b2802a698627c	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Negativicoccus	uncultured bacterium
75f6735d4e39f872c7f6edcca25a68cc	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Murdochiella	unidentified
2ee51028254d2adeecf04e1ccd8dfc88	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	Anaerofilum sp. Marseille-P3374
8a8c117fdbcf62e5c579bec9305d3a5d	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Negativicoccus	Tissierellia bacterium S5-A11
94887c41cf36f5ef01f8eb1652c092f8	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Murdochiella	Murdochiella massiliensis
8039ef8ab85659bdb1de9c526443e92f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus] gauvreauii group	Ruminococcus gauvreauii
f113085d475dd98b2bd1840a39f742d6	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeroglobus	uncultured bacterium
415eb3df93f66a11e428f92d43907c36	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	uncultured bacterium
945ea04894bfeb48799810bc3d35b571	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Candidatus Stoquefichus	__
137728d872d1ec1146a1fb1d190d13e8	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	Sneathia amnii
cd58f1e56c3f3c8e527bf25d357c6646	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	CAG-352	uncultured bacterium
bb0f71d94c68c9467741c43f99d76228	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	uncultured organism	uncultured organism	uncultured organism
fc2eb80d0b6e861c921c71bfb8a1da09	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Puniceicoccaceae	__
aaf8773b4426a31a52f0b98bca2c30a2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured Clostridiales bacterium
2bc4f95112f7625cddedefba5949f865	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	uncultured bacterium
abe3c653201e0f86f2d5c49f7ed32f75	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	__
1760b2c6784c4cc94c495e7dab743d0b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 6	uncultured bacterium
2a06289266740c0ed9efeea4c5211e22	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis
ba673f4fb3938c64e21055ce6f1786e7	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	F0332	unidentified
b128cd48749b73f106783afdfe8e0e35	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae UCG-003	uncultured bacterium
1e157761db4fe3ed0605685391fcb822	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	intestinal bacterium CG19-1
b3a86e6e7ab776c57576dcebf65ab18c	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	TM7 phylum sp. oral clone CW040
d0a35bc88568cc97a4fe33b600742596	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	uncultured rumen bacterium
abafb71555b7ece85bd37f2870e6078a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	uncultured	uncultured bacterium
9f01617ac596fd81cd7b5fd28c465b19	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	uncultured soil bacterium
d71e66db4bdbd71fe7c39bd8c92073e8	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Cryptobacterium	uncultured bacterium
66b93a642292ee9c0e558d0f6bb98550	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	__
554eb7bf7e5c55ad4a01f64a140edc99	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	__
c60a9fd7631bcc1debac67f331a2bc12	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured Clostridiales bacterium
779be3941dd977cc0d10f8aee440cf21	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Oscillibacter sp. Marseille-P3260
6ead6a46b8efb1a2b3a1204bc6e13a48	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	Prevotellaceae bacterium S4-A16
7b67480bfd7c3f22e9836bdb206ee887	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	uncultured bacterium	uncultured bacterium
ea820382a34f58fbf60a0f7385394ea1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella 3	uncultured bacterium
9d047c851e941f20f7c93f5bc23b8b93	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	uncultured organism
13d75aff5adffefa7a6582d4744fc479	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	uncultured	uncultured bacterium
c18f1b3336aa9e0477cb1d9957bea25b	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	__
7b4e26c30328779f0e1a7c3b3207ba47	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	gut metagenome
c4d7628d228754c222d61c7888f57eff	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rossiae DSM 15814
0681b491248df6130bc1d61af8566f72	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-004	uncultured bacterium
f9fd6b82c904d63ba84e029e1acd8da5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	swine fecal bacterium SD-Pec10
9bff1f90ac2527aa9b87632b4bd8ccfe	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	uncultured bacterium
a2da130f53942b721177a4de8f174f55	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	Gordonibacter urolithinfaciens
9163dbb31e4d60a636b8c66da1829af8	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	uncultured bacterium
782841647e80f5cbc63f50cf6b75b35d	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangiaceae	__
c57cc5b3b8139abdab299190c039ceeb	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc fallax
05bea27fc0930238479537f94e1db2e3	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	__
81df051002fe2e0dd2ce01d79af394d1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacteriaceae	__
206f8c4ad7b0b122a6c684d6fb222a85	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	__
26b0df663cb2b9e4834b82b0878bc28e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
b0f9b0fc742d834f7a6e2a5e550a3152	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 6	Prevotella colorans
fc54a3ea74eca001f677a867f719865f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	Butyricicoccus pullicaecorum 1.2
c92e437414105135fa5410d24e312be1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp. AT3
df651645d2c97b82c49cc3caea59625a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	uncultured Bacteroidetes bacterium
fbe681bb9d21244b516cdfdb7f230b69	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	__
f82bb9b7f74f4479d7c4a62002f20b75	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	__
5fa1057abe1a69702bf7d47464dd33e9	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	Clostridiales bacterium 60-7e
860a74b937d480a986359004b693a9a4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	__
dbc628bf567a5d7d541cd372a13e3747	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	Peptoniphilus sp. oral taxon 375
586cad77adf9d00b4cdcd239fdee6bfd	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	__
3a5997965a1a456972aa1ad1124ee3f1	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	Peptoniphilus obesi ph1
59fa5eb4ee375463112c42fe00213d09	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	Provencibacterium massiliense
73d8e10a67c08a589d3748e01aba523b	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	vadinBE97	Bacteroidales bacterium 55_9	Bacteroidales bacterium 55_9
b841ef44cc2a49ead3d5067021651710	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	uncultured bacterium
a90fe630a0792bbfa2063b6d90190bac	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	__
7fdf5d5626c40789033caeb0b4d33446	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus rubiinfantis
9e86f64a1fee46909e1f558ed11a9f52	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	__
4fe95ace28fd37c2eab194f593160628	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	uncultured Ruminococcaceae bacterium
105dd1c619a3b1af206f35aa0cd13247	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia sp. S4-C6
1c556788b3a244bedfd6a0622dee99a9	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	Sutturella timonensis
031fa66035d7c33ad56b80c2f9530896	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	__
b8489b8aa599b8be53ad68c1469c03fc	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	uncultured Christensenellaceae bacterium
a5c6017564c9592323a0c2dd14dcfd9f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	Massilimaliae massiliensis
95fb769fcf99a16f44f619dcc3829e8e	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	uncultured bacterium
389763df5fa068c39f1819ff79710f16	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	__
0b6777bb3abb26a6e301d2e211796d48	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcaceae	__
0db56a9805914768fe954af71f556e70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. Marseille-P3236
4851589d33ee3e65305c90d9c4ec1216	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	uncultured bacterium
a732c12712682b9623df1cbb78ca382f	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	Coriobacteriales bacterium DNF00809
1c4c66993271e5e368741eb1c55fb274	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nigrescens
3991b9050516a53bb8ce90d1be04ca6e	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium psychraerophilum DSM 22366
d53b9bc127a7db476cc3c2a8dd135ce5	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] saphenum group	Eubacterium saphenum ATCC 49989
a1c8f541d5a82ded14682275dd1d10ee	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria kristinae
13c8fddac1902f6258477cde49dd8921	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	unidentified
82d033b969866ef4408116bacca392a2	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	Clostridiales bacterium enrichment culture clone 06-1235251-67	Clostridiales bacterium enrichment culture clone 06-1235251-67
e3aacdce8a749cf0356783097ca9a58a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	__
c185f62961d2b49e9cecfff14cb1ad4c	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	W5053	unidentified marine bacterioplankton
49a5d8263d0d8058619ae4196835c795	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	uncultured organism
704415cc12b07e2b3f0fed793b2dcecb	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	uncultured Candidatus Saccharibacteria bacterium	uncultured Candidatus Saccharibacteria bacterium
9301902970ff710c0e09813f2b61651d	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	vadinBE97	vadinBE97	__
561a544c2c77c989e7564747b7b54ef6	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	Veillonellaceae bacterium DNF00626
d226cfe2a37240dde631df976a6b418e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ferus
c2aab74e136fb634b1af41d20eeb7f8a	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	__
3ca69c36c144a9ab1e6af5040a02c931	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium adhufec84
a738d5594358e8d2ed68cc6f1c8e536d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales Incertae Sedis	Phocaeicola	Phocaeicola abscessus CCUG 55929
db1d6576378fed9a8ff2d237bc804af7	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	__
841a2753afb498e573b2d9761ae0679a	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	uncultured organism
c79aabc2df99422e99108ff26c4b03ce	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	[Eubacterium] nodatum
bfe53774dfc05a02daaccef1d0d59320	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	uncultured bacterium
72ecf0fc465deaebaf20142d188441dc	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	__
5f9c632fdbb71b06c495aed0fa3795ea	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	__
c4d666445da1c963eb0e6e15c089b6ec	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured bacterium	uncultured bacterium
6050ebd6e2a777eb78780707ba02f877	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium parvum ACB1
55c110e239ed7e59da2e2c226bc45a21	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	uncultured Firmicutes bacterium
25623fa886062ea98ab1867611827705	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Rarimicrobium hominis
39cc514119087d395bcb783b84957c84	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Clostridiales bacterium CIEAF 012
871b7494be5c362520e2feefea3ba615	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	__	Bacteroidales	__
6074a45900165fd5911824f8dfea7a0e	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Candidatus Stoquefichus	Candidatus Stoquefichus sp. KLE1796
abfb40b5c381793ceb971587d12a01f3	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	uncultured	uncultured organism
9fd973c0e44558c82a816ed69b462f90	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	__
9f38605b19bca56c857f6dcf3c7b5403	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	__
d369c77f84434822e05285aa40a799f1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066755	uncultured bacterium
eb1670ba6aed1a5f48788fd98801b92c	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	unidentified	unidentified	unidentified
911b5678f05e1d3b1f9147827a1fa26f	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	vadinBE97	uncultured rumen bacterium	uncultured rumen bacterium
3cff1a244613c4105a372776be392481	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	__
41a281e732dbb142b70c847a2bbeb5bb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Culturomica massiliensis
d2cc18ba7f7dabf045dc5871113c8a41	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	Acholeplasmatales bacterium canine oral taxon 375	Acholeplasmatales bacterium canine oral taxon 375	Acholeplasmatales bacterium canine oral taxon 375
c752ea1974df441eb9d13dc8a17cc986	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	__
99d1572417ec5d7a37a44c6679e8fecd	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Paraeggerthella	__
332cad2643c34021bfc77bf8028a5b4b	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Mogibacterium	Mogibacterium timidum
aaac9e48c4be94190809e5b4164f9ba8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	human gut metagenome
e73e3f50668c67d3ee15133dba9a47a9	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	uncultured bacterium
7ba8d29b100d2df3daf101cecb8acea9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	__
d1247ce1291a29d3d1e8260aabc23c68	Bacteria	Proteobacteria	Alphaproteobacteria	__	__	Alphaproteobacteria	__
cf8e919474d54fed96df1ede12629535	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 414
d763fd32aeb8ac44cd5411f9350b50a8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. oral taxon 052
7774136f8f372ab98be629794edc4d32	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	__
8e1aa2006d13eb33b8a52fe2d7fcef44	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured Bacteroidetes bacterium
0f05624a5c2e8c1b2ac7db373e18940b	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	uncultured bacterium
965007db72526312c1446c0ebe253105	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
a95f7288b71094ec112be22807a1e601	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichiaceae	__
832a7efd098649ed1f27d19417aa514b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium	uncultured rumen bacterium
6ab72fc9d068d3b19aefc9c82020f606	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella	Moryella sp. KHD1
eb7a63621ded41112dd5411564ecd20c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	__
e6cca374503bfbaa3dfe97d6fc4a4848	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	__
fbbca3f0bb723586f10728be647b46c3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	__
dca779527a3c0148a516a20f7b7c3854	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 6	unidentified
d5e1aec5ac3ceb573a0fe0c84ffaf7ad	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	uncultured bacterium
64b93263a996b37536d2f2f0907eee06	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	Clostridiales bacterium canine oral taxon 386
dc40ba4ed75923a0ae028a3308347104	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	uncultured bacterium
b20783d32d07a1d4afad6c8d3ec6e29e	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	uncultured Dialister sp.
1608689532ec031cfd9807c7dfe325a2	Bacteria	Firmicutes	Bacilli	Lactobacillales	__	Lactobacillales	__
809f2b5bfcc61784262f571e63d0297f	Bacteria	Firmicutes	Bacilli	Bacillales	Family XI	Gemella	Gemella asaccharolytica
32492f76992b796579782cc06698572c	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Parvimonas	Tissierellia bacterium KA00581
d44f5f2c28446b3ae59b3590f9adfcd3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gastricus PS3
8dd408db48cabbea9517096f9e7ff740	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured rumen bacterium 4C28d-12
397c095a908e09cea32ea26c3e0ed306	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	__
b241b5b6ddc82fc0f1e8b31b66f0fc30	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	uncultured organism
e1ce61aaac4f7ddff77fe3368db2ca55	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia sp. MT17
1ceafcb1c6bb7430e5e09d7805485f94	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	uncultured bacterium
32cad29e73f40513ff5b48b5e4e38267	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	__
5045d0fb83d23d7d467428a18c664069	Bacteria	Firmicutes	__	__	__	__	__
f33695323cbc4c7843594de02f620007	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Drosophila kikkawai
2deb2395b42c10f37082b3a55f9f5757	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Traorella massiliensis
6ae4bbbc5a04700fcdcf251978d30679	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia ignava CCUG 37419
c919178b5ceec7b7d046672437f6b486	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeroglobus	__
2e2d9f833d1f16bee94189a0a0c09e4c	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	uncultured organism
11eaf906713c0459700710f96ea96876	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. S1(2011b)
0b273709a6947e13429283a9477ca123	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus sp. Dsb1
9b882fa400c750673308d79e470fa177	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	bacterium enrichment culture clone R3-1
1efcf3478f3ab2d5b8f8ddb06bd29503	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomycetaceae	__
71712885a6cc11367f2f55fb285e7cb2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae	__
8136bde4f3a101ab2a779a2018a5b0de	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. 499
f4555269a21fccf32c9f05bdd454f98f	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	Peptoniphilus sp. BV3C26
478597485ac9caa5835db02a4b76b77b	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii
7387b09a6aee077ecf6fc4542aa767f1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	uncultured bacterium
1223fc85deeccdbc4d95d9cbd7e896ea	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	uncultured Erysipelotrichaceae bacterium
df17ca7fe20cbbd788d07105531e2c32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	__
82a1049a020e2299ffcbec651b62cbae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uncultured microorganism
4e1d6c8c706fb4d8aad21ba1dd559cef	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	__
224e41905ed36fa687424411a6b18ff6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides chinchillae
6f482c92bd8199b47e6ffb9594092c0d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Angelakisella	__
099f38f9c57b2d1e11bc68933a311123	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis
